order_id,customer_id,order_date,region,product_category,price,quantity,coupon_code,revenue
166,9,2024-06-20,North,Home,114.39,2,SPRING20,228.78
167,85,2024-09-20,West,Home,29.14,4,,116.56
168,51,2024-04-22,North,Home,84.74,1,,84.74
169,80,2024-04-06,West,Home,26.34,4,,105.36
170,170,2024-12-15,East,Home,313.51,3,WELCOME10,940.53
171,109,2024-12-26,South,Home,14.97,1,,14.97
172,212,2024-06-01,West,Home,60.03,1,WELCOME10,60.03
173,25,2024-10-26,West,Clothing,199.4,1,,199.4
174,114,2024-06-28,West,Electronics,28.95,3,,86.85
175,277,2024-09-23,West,Books,100.78,3,,302.34000000000003
176,45,2024-04-04,North,Clothing,96.83,4,,387.32
177,272,2024-02-19,South,Books,226.87,3,,680.61
178,159,2024-10-01,West,Clothing,45.09,4,,180.36
179,276,2024-05-04,South,Electronics,30.46,2,WELCOME10,60.92
180,252,2024-05-18,West,Clothing,28.27,2,,56.54
181,155,2024-03-02,North,Books,37.63,3,,112.89000000000001
182,236,2024-05-15,South,Electronics,134.75,2,,269.5
183,87,2024-07-26,South,Electronics,84.2,2,,168.4
184,228,2024-05-08,East,Electronics,45.68,3,SPRING20,137.04
185,54,2024-09-16,West,Home,22.96,2,,45.92
186,244,2024-02-21,North,Books,89.55,3,,268.65
187,291,2024-07-14,South,Home,9.71,2,,19.42
188,101,2024-03-22,South,Clothing,68.37,2,,136.74
189,229,2024-11-11,West,Home,37.04,1,,37.04
190,289,2024-11-18,North,Clothing,78.46,4,WELCOME10,313.84
191,281,2024-11-13,West,Home,84.18,1,SPRING20,84.18
192,212,2024-01-20,South,Home,185.52,2,,371.04
193,230,2024-06-21,East,Books,187.72,1,WELCOME10,187.72
194,95,2024-12-09,North,Books,85.04,2,,170.08
195,167,2024-03-02,East,Clothing,87.48,3,WELCOME10,262.44
196,176,2024-01-22,North,Clothing,172.0,2,,344.0
197,232,2024-11-15,East,Electronics,136.85,3,,410.54999999999995
198,80,2024-04-04,North,Home,72.08,2,,144.16
199,64,2024-05-09,East,Books,123.23,4,,492.92
200,88,2024-12-06,East,Home,54.05,4,SPRING20,216.2
201,299,2024-08-22,West,Books,32.65,1,WELCOME10,32.65
202,203,2024-07-07,South,Electronics,105.47,3,,316.40999999999997
203,195,2024-07-23,South,Electronics,44.86,3,,134.57999999999998
204,217,2024-01-23,West,Home,16.54,4,,66.16
205,227,2024-05-22,North,Home,118.95,1,,118.95
206,159,2024-06-23,West,Clothing,100.28,1,,100.28
207,146,2024-08-24,South,Clothing,52.23,3,,156.69
208,189,2024-04-14,West,Electronics,9.69,2,WELCOME10,19.38
209,207,2024-10-15,West,Electronics,208.72,4,,834.88
210,146,2024-07-27,East,Electronics,94.3,4,,377.2
211,168,2024-07-17,East,Clothing,24.19,1,,24.19
212,164,2024-11-06,West,Electronics,59.79,3,,179.37
213,157,2024-06-01,South,Home,5.28,4,,21.12
214,151,2024-08-05,East,Home,169.38,2,,338.76
215,295,2024-06-12,East,Electronics,100.54,1,,100.54
216,170,2024-02-27,West,Clothing,11.13,4,,44.52
217,206,2024-06-08,West,Clothing,99.09,2,,198.18
218,154,2024-09-07,North,Books,328.8,4,,1315.2
219,231,2024-10-22,West,Books,17.23,4,WELCOME10,68.92
220,241,2024-09-27,North,Clothing,12.93,2,,25.86
221,49,2024-04-20,South,Books,221.72,1,,221.72
222,179,2024-09-26,North,Books,98.21,4,,392.84
223,106,2024-01-20,South,Clothing,153.71,2,,307.42
224,183,2024-05-23,South,Books,162.41,2,WELCOME10,324.82
225,257,2024-12-19,South,Home,197.68,3,,593.04
226,273,2024-06-18,West,Home,318.77,3,,956.31
227,276,2024-06-12,South,Books,118.54,2,,237.08
228,266,2024-01-26,West,Books,73.28,3,,219.84
229,113,2024-06-28,South,Books,71.27,3,,213.81
230,221,2024-02-04,North,Home,41.91,2,,83.82
231,52,2024-05-30,South,Electronics,40.65,3,,121.94999999999999
232,139,2024-10-16,South,Electronics,209.4,2,,418.8
233,124,2024-04-29,South,Clothing,63.35,2,,126.7
234,271,2024-12-21,North,Home,63.88,1,,63.88
235,192,2024-11-13,West,Books,59.04,1,,59.04
236,22,2024-05-15,East,Clothing,56.18,2,,112.36
237,175,2024-06-09,West,Electronics,226.44,1,WELCOME10,226.44
238,132,2024-05-11,West,Clothing,36.09,2,WELCOME10,72.18
239,209,2024-11-19,North,Clothing,256.57,1,,256.57
240,55,2024-12-18,West,Books,13.58,2,,27.16
241,72,2024-06-23,North,Electronics,195.4,2,,390.8
242,15,2024-08-05,North,Electronics,14.69,3,WELCOME10,44.07
243,206,2024-04-02,East,Books,6.31,2,,12.62
244,144,2024-09-12,North,Books,70.06,2,,140.12
245,213,2024-04-09,East,Books,131.91,3,,395.73
246,115,2024-12-22,South,Clothing,32.85,4,,131.4
247,239,2024-12-06,North,Books,17.24,1,,17.24
248,45,2024-02-28,East,Home,38.86,4,,155.44
249,38,2024-03-05,North,Home,319.6,4,,1278.4
250,151,2024-02-10,West,Books,84.83,3,,254.49
251,13,2024-11-30,East,Electronics,28.75,2,,57.5
252,216,2024-03-19,North,Electronics,147.76,2,,295.52
253,126,2024-12-26,East,Home,209.03,1,WELCOME10,209.03
254,44,2024-03-03,West,Clothing,41.14,2,,82.28
255,295,2024-10-30,South,Clothing,39.64,1,WELCOME10,39.64
256,92,2024-10-10,West,Electronics,92.03,4,,368.12
257,113,2024-06-19,East,Books,130.48,2,,260.96
258,254,2024-01-15,South,Home,33.53,2,,67.06
259,227,2024-12-15,South,Home,26.83,4,,107.32
260,172,2024-09-23,West,Home,122.68,2,,245.36
261,185,2024-06-12,South,Home,16.38,1,,16.38
262,74,2024-08-09,North,Clothing,24.73,4,WELCOME10,98.92
263,90,2024-12-01,East,Home,55.27,4,SPRING20,221.08
264,28,2024-08-05,West,Home,59.16,2,WELCOME10,118.32
265,44,2024-01-06,West,Clothing,126.7,1,,126.7
266,2,2024-08-21,East,Clothing,52.74,1,,52.74
267,128,2024-04-10,South,Books,20.15,4,,80.6
268,95,2024-08-02,North,Home,57.51,3,,172.53
269,31,2024-06-06,South,Electronics,18.16,4,WELCOME10,72.64
270,65,2024-11-24,South,Electronics,18.22,2,WELCOME10,36.44
271,151,2024-01-30,East,Books,46.05,1,,46.05
272,99,2024-02-08,West,Clothing,22.57,4,,90.28
273,132,2024-12-24,North,Electronics,69.54,1,,69.54
274,71,2024-03-19,North,Books,24.33,1,,24.33
275,141,2024-11-06,East,Clothing,45.84,3,,137.52
276,296,2024-10-25,West,Electronics,43.05,1,,43.05
277,231,2024-08-16,West,Electronics,20.17,4,WELCOME10,80.68
278,84,2024-11-16,East,Home,51.44,1,,51.44
279,240,2024-03-09,South,Books,77.3,4,,309.2
280,177,2024-02-14,East,Electronics,40.24,1,,40.24
281,270,2024-04-11,South,Books,97.45,2,WELCOME10,194.9
282,165,2024-12-06,West,Books,187.3,4,,749.2
283,280,2024-03-14,North,Home,71.05,4,,284.2
284,123,2024-03-21,East,Electronics,78.0,2,,156.0
285,250,2024-02-05,South,Books,101.64,3,,304.92
286,54,2024-08-18,South,Home,215.74,2,,431.48
287,170,2024-05-23,East,Clothing,7.35,3,,22.049999999999997
288,247,2024-02-09,North,Clothing,66.45,2,,132.9
289,222,2024-05-10,North,Clothing,5.49,2,,10.98
290,245,2024-04-23,West,Books,23.51,1,,23.51
291,205,2024-12-19,North,Home,112.84,1,SPRING20,112.84
292,106,2024-12-01,South,Electronics,229.75,4,WELCOME10,919.0
293,37,2024-01-16,West,Electronics,10.33,1,,10.33
294,113,2024-05-23,North,Books,44.2,1,,44.2
295,145,2024-03-07,North,Home,123.72,1,,123.72
296,159,2024-05-01,North,Books,451.22,2,,902.44
297,116,2024-10-01,East,Books,51.4,2,,102.8
298,107,2024-08-18,North,Electronics,113.4,1,,113.4
299,213,2024-11-26,West,Clothing,42.57,1,,42.57
300,292,2024-05-26,North,Clothing,36.98,1,,36.98
301,259,2024-06-02,North,Clothing,19.42,4,,77.68
302,214,2024-11-01,West,Home,35.62,2,,71.24
303,94,2024-10-20,South,Books,36.43,2,,72.86
304,165,2024-01-21,West,Home,42.06,2,,84.12
305,110,2024-10-23,South,Clothing,211.46,1,,211.46
306,284,2024-11-04,East,Clothing,195.06,2,WELCOME10,390.12
307,29,2024-08-26,East,Clothing,53.6,1,WELCOME10,53.6
308,131,2024-01-19,West,Books,29.74,3,WELCOME10,89.22
309,228,2024-12-01,North,Home,108.76,2,,217.52
310,293,2024-06-28,North,Electronics,21.44,4,,85.76
311,229,2024-10-20,North,Books,64.07,1,WELCOME10,64.07
312,169,2024-01-31,North,Clothing,33.9,2,,67.8
313,19,2024-10-23,North,Clothing,5.38,2,,10.76
314,226,2024-07-20,East,Electronics,100.0,4,SPRING20,400.0
315,47,2024-11-20,North,Clothing,26.17,2,,52.34
316,218,2024-09-11,South,Electronics,20.67,2,,41.34
317,113,2024-12-02,North,Clothing,33.52,1,,33.52
318,3,2024-11-15,West,Clothing,153.53,2,WELCOME10,307.06
319,99,2024-04-25,South,Books,53.51,4,,214.04
320,285,2024-08-07,West,Electronics,46.98,1,,46.98
321,207,2024-10-03,East,Home,15.71,1,,15.71
322,204,2024-12-27,South,Clothing,27.5,3,,82.5
323,171,2024-09-19,South,Electronics,40.35,3,,121.05000000000001
324,283,2024-01-25,North,Electronics,175.4,4,SPRING20,701.6
325,233,2024-01-01,South,Clothing,441.2,3,,1323.6
326,59,2024-06-25,East,Clothing,9.83,3,WELCOME10,29.490000000000002
327,38,2024-09-02,North,Electronics,16.19,2,,32.38
328,238,2024-01-22,West,Clothing,244.27,3,,732.8100000000001
329,235,2024-01-01,North,Home,51.39,4,,205.56
330,268,2024-03-17,South,Books,141.52,4,,566.08
331,7,2024-12-03,South,Books,249.44,3,,748.3199999999999
332,97,2024-03-24,East,Electronics,111.77,4,WELCOME10,447.08
333,143,2024-10-13,East,Home,78.75,4,,315.0
334,101,2024-12-09,East,Books,142.82,3,,428.46
335,204,2024-10-16,East,Clothing,7.83,4,,31.32
336,192,2024-07-29,East,Electronics,154.4,4,SPRING20,617.6
337,33,2024-01-23,West,Books,84.22,4,WELCOME10,336.88
338,111,2024-05-11,West,Home,31.61,3,,94.83
339,178,2024-02-04,North,Books,26.7,4,,106.8
340,129,2024-02-19,South,Home,144.64,1,,144.64
341,151,2024-03-29,North,Clothing,8.48,1,SPRING20,8.48
342,98,2024-07-17,East,Books,333.76,3,,1001.28
343,165,2024-06-14,South,Clothing,42.74,2,WELCOME10,85.48
344,284,2024-05-20,East,Clothing,194.0,2,,388.0
345,157,2024-10-20,East,Electronics,78.75,3,,236.25
346,53,2024-12-01,North,Clothing,199.62,2,,399.24
347,103,2024-01-07,South,Home,19.37,1,,19.37
348,223,2024-04-02,South,Electronics,93.07,1,,93.07
349,8,2024-09-16,South,Home,73.7,4,,294.8
350,273,2024-09-09,South,Electronics,20.39,1,SPRING20,20.39
351,232,2024-10-15,North,Home,8.85,3,WELCOME10,26.549999999999997
352,158,2024-12-07,West,Electronics,57.12,4,WELCOME10,228.48
353,271,2024-06-21,South,Home,149.34,2,,298.68
354,31,2024-06-06,South,Home,14.16,1,WELCOME10,14.16
355,137,2024-10-29,North,Home,21.52,1,,21.52
356,169,2024-11-18,West,Home,343.9,1,WELCOME10,343.9
357,159,2024-01-29,East,Clothing,74.97,3,WELCOME10,224.91
358,221,2024-03-25,West,Electronics,9.1,2,,18.2
359,193,2024-10-26,South,Books,248.9,1,WELCOME10,248.9
360,232,2024-08-10,East,Home,9.28,2,,18.56
361,141,2024-04-03,West,Books,112.84,2,WELCOME10,225.68
362,146,2024-10-03,West,Electronics,476.43,4,,1905.72
363,251,2024-06-08,South,Home,38.44,1,,38.44
364,11,2024-10-08,East,Clothing,270.05,4,,1080.2
365,29,2024-08-21,South,Clothing,36.04,4,,144.16
366,134,2024-11-15,South,Books,154.56,4,SPRING20,618.24
367,43,2024-02-29,South,Home,34.79,2,WELCOME10,69.58
368,87,2024-08-26,South,Clothing,62.12,1,,62.12
369,79,2024-09-05,North,Books,40.44,2,WELCOME10,80.88
370,210,2024-01-18,East,Books,243.01,4,WELCOME10,972.04
371,201,2024-05-30,East,Electronics,14.88,1,,14.88
372,276,2024-09-26,South,Clothing,17.7,3,,53.099999999999994
373,154,2024-01-31,East,Books,94.51,3,,283.53000000000003
374,273,2024-11-02,North,Home,30.62,4,,122.48
375,261,2024-12-22,West,Electronics,108.64,3,,325.92
376,156,2024-05-29,West,Clothing,14.43,1,,14.43
377,132,2024-03-12,West,Clothing,185.65,1,SPRING20,185.65
378,187,2024-01-04,East,Clothing,106.62,3,,319.86
379,13,2024-05-31,East,Home,9.71,4,,38.84
380,131,2024-09-25,North,Books,12.88,3,SPRING20,38.64
381,159,2024-07-24,North,Electronics,13.6,2,SPRING20,27.2
382,134,2024-09-03,West,Home,66.39,4,SPRING20,265.56
383,145,2024-01-08,East,Clothing,129.62,3,SPRING20,388.86
384,97,2024-11-04,South,Books,22.03,2,,44.06
385,237,2024-01-31,West,Electronics,37.25,4,,149.0
386,288,2024-09-21,South,Electronics,135.43,1,WELCOME10,135.43
387,236,2024-04-13,North,Home,113.46,3,SPRING20,340.38
388,100,2024-12-18,North,Clothing,46.12,3,WELCOME10,138.35999999999999
389,281,2024-03-25,West,Home,120.84,3,SPRING20,362.52
390,22,2024-03-14,North,Clothing,150.41,4,,601.64
391,34,2024-06-16,North,Books,37.55,4,,150.2
392,5,2024-11-08,East,Books,13.3,4,,53.2
393,40,2024-07-07,South,Home,21.41,3,,64.23
394,125,2024-04-28,West,Clothing,29.81,1,,29.81
395,68,2024-10-08,East,Electronics,35.87,4,,143.48
396,163,2024-03-06,North,Books,17.9,4,,71.6
397,163,2024-04-26,North,Books,8.57,3,,25.71
398,43,2024-04-17,North,Home,141.4,1,,141.4
399,211,2024-04-13,West,Books,119.3,2,,238.6
400,39,2024-05-26,South,Home,89.3,2,,178.6
401,177,2024-12-08,East,Electronics,11.62,3,SPRING20,34.86
402,123,2024-05-09,West,Home,29.42,2,,58.84
403,210,2024-06-11,South,Home,120.32,2,SPRING20,240.64
404,262,2024-05-25,South,Books,143.86,4,WELCOME10,575.44
405,231,2024-09-24,West,Electronics,27.4,4,,109.6
406,220,2024-02-23,West,Home,8.3,2,WELCOME10,16.6
407,297,2024-11-11,North,Home,166.27,3,WELCOME10,498.81000000000006
408,198,2024-07-29,West,Clothing,26.63,4,SPRING20,106.52
409,6,2024-01-12,South,Clothing,43.29,4,WELCOME10,173.16
410,8,2024-12-29,West,Books,76.49,2,,152.98
411,294,2024-12-05,South,Clothing,9.69,3,,29.07
412,34,2024-01-01,South,Books,77.7,2,WELCOME10,155.4
413,28,2024-08-09,West,Electronics,121.26,2,WELCOME10,242.52
414,180,2024-12-07,West,Home,9.28,4,,37.12
415,78,2024-04-01,West,Books,77.86,2,WELCOME10,155.72
416,31,2024-09-11,North,Home,115.63,1,,115.63
417,175,2024-03-25,North,Electronics,6.66,3,WELCOME10,19.98
418,10,2024-08-15,West,Clothing,48.94,2,,97.88
419,260,2024-05-13,West,Electronics,28.63,2,,57.26
420,228,2024-05-19,West,Home,38.78,3,,116.34
421,81,2024-03-10,North,Home,49.39,3,,148.17000000000002
422,285,2024-09-22,West,Home,75.64,3,WELCOME10,226.92000000000002
423,166,2024-06-23,East,Electronics,194.92,2,,389.84
424,53,2024-11-26,North,Electronics,102.15,2,WELCOME10,204.3
425,64,2024-08-09,North,Clothing,140.74,1,WELCOME10,140.74
426,124,2024-06-09,South,Books,172.55,2,WELCOME10,345.1
427,222,2024-02-12,East,Clothing,101.92,3,,305.76
428,147,2024-11-15,North,Home,90.94,3,,272.82
429,158,2024-05-31,South,Clothing,40.04,2,WELCOME10,80.08
430,40,2024-03-04,North,Clothing,33.67,4,,134.68
431,285,2024-03-04,South,Books,19.86,4,,79.44
432,55,2024-06-08,East,Clothing,160.48,4,,641.92
433,30,2024-10-01,South,Home,124.5,2,,249.0
434,184,2024-06-17,South,Electronics,11.13,2,,22.26
435,146,2024-09-18,East,Clothing,57.72,3,,173.16
436,72,2024-04-22,West,Home,196.26,3,WELCOME10,588.78
437,92,2024-04-14,South,Clothing,107.14,4,,428.56
438,185,2024-12-04,West,Electronics,21.18,3,WELCOME10,63.54
439,52,2024-06-17,South,Electronics,42.4,3,SPRING20,127.19999999999999
440,205,2024-06-02,West,Home,125.0,4,,500.0
441,63,2024-07-15,North,Electronics,15.2,4,,60.8
442,103,2024-03-23,South,Electronics,20.69,2,,41.38
443,180,2024-08-02,North,Books,33.46,3,WELCOME10,100.38
444,97,2024-02-16,East,Books,105.17,3,,315.51
445,31,2024-01-14,South,Electronics,106.05,4,WELCOME10,424.2
446,151,2024-01-22,North,Clothing,179.58,3,,538.74
447,262,2024-03-21,South,Clothing,13.17,4,,52.68
448,96,2024-09-03,North,Electronics,66.5,3,,199.5
449,205,2024-04-04,West,Home,14.49,1,SPRING20,14.49
450,117,2024-04-22,North,Books,108.75,2,,217.5
451,23,2024-11-01,West,Home,100.4,1,,100.4
452,222,2024-02-21,East,Electronics,28.38,3,SPRING20,85.14
453,286,2024-05-22,North,Electronics,64.3,4,SPRING20,257.2
454,19,2024-06-07,North,Books,145.61,1,SPRING20,145.61
455,53,2024-01-11,South,Books,113.56,3,WELCOME10,340.68
456,123,2024-09-17,North,Books,46.1,1,WELCOME10,46.1
457,32,2024-07-01,South,Books,185.99,1,,185.99
458,227,2024-11-11,South,Electronics,29.75,4,,119.0
459,222,2024-04-08,West,Clothing,50.14,3,SPRING20,150.42000000000002
460,174,2024-10-24,North,Electronics,36.72,4,,146.88
461,236,2024-02-05,East,Books,92.78,1,,92.78
462,272,2024-04-24,West,Home,576.59,4,SPRING20,2306.36
463,200,2024-07-03,East,Electronics,191.95,3,,575.8499999999999
464,177,2024-05-21,South,Electronics,25.79,2,SPRING20,51.58
